source_id,ra,dec,l,b,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,ref_epoch,phot_g_mean_mag
6072726969332631552,187.38675342035862,-55.997229593632575,299.853272014941,6.743609519712004,76.35291692339615,0.022089807,3456.4773,-902.5515652077968,0.017772777,-811.009493561513,0.020312188,-40.836864,0.31926134,2016.0,11.868173
6124711741640147712,212.73775281678047,-31.289761728650635,322.2546745927215,28.581146625971865,62.81418674511146,0.024177933,2597.9966,-320.4518407288122,0.024230681,126.88980296776266,0.021308428,-13.677786,0.21460456,2016.0,9.931263
6166376978860425600,200.0114262423646,-35.414268506604664,309.47633908504804,27.093687587015697,73.2746639511502,0.030994257,2364.1367,-851.5654298863682,0.029672878,-465.6168571418792,0.026868245,-31.855875,0.23349993,2016.0,11.622358
6171492074455952128,206.9261444920524,-32.43015360898427,316.4913695292969,28.955769490597664,68.60515374737554,0.026999583,2540.971,89.30494590579777,0.028956251,-26.183035537171378,0.023281505,-4.7965455,0.15299436,2016.0,8.262672
6176833918555679488,208.75995337029573,-29.09063168095458,319.28458525562826,31.753476435982538,59.20093736522525,0.10994512,538.459,-258.20435228332536,0.09346035,-88.05720443155744,0.11833098,9.837264,0.19796346,2016.0,11.334182
6270906415441316224,214.75195942793653,-25.81380529238654,326.52833209293595,33.01410562956945,55.59003779052883,0.0531285,1046.3318,-359.0368172376034,0.04495932,364.426103312269,0.040762883,-22.284346,0.13279057,2016.0,5.7329264
6302909449418261120,213.94124035505024,-13.493135958190173,332.3068313597866,44.51564260810131,64.181445429137,0.029299598,2190.5232,-416.83205863790573,0.034653872,-116.65024521597704,0.028917748,-36.838158,0.2735856,2016.0,11.539969
6367463327570835328,292.41454163597473,-74.74499106636954,320.12195246294607,-28.606271982918432,61.638324686548714,0.01470819,4190.7485,294.75725673762776,0.012852718,11.611561198655213,0.016281005,15.054076,0.18848337,2016.0,10.825155
6368299918479525632,318.55258126329943,-76.55799954138365,316.15036525402235,-34.34672606180972,52.21042157140486,0.0813444,641.84406,88.41818927057666,0.08264959,-210.95197265909258,0.12007028,,,2016.0,11.4058695
6371557530914670848,317.3556254791766,-73.17536891577662,319.9960809392215,-35.616566860422374,50.59874841484268,0.039639093,1276.4861,433.7958515615883,0.03564291,-303.6548348555107,0.044163022,-8.854771,0.49605468,2016.0,11.281671
6377828354964753792,358.46317351524806,-75.63421868521044,307.61786803223924,-40.96578429443593,98.84898531472099,0.01670537,5917.198,244.1085430768689,0.018762236,-379.31362782711346,0.021882515,-9.468372,0.13437371,2016.0,9.00723
6478328150150225664,315.27888909461694,-49.12456979699407,350.05257393254954,-41.07370412343499,74.4553628583603,0.7611797,97.81576,-292.9177630752833,0.56015974,-215.38188558263516,0.64922816,35.589504,1.2355084,2016.0,11.984518
3466404092409078272,180.98874292190638,-33.02379657378239,291.5811429187746,28.799226169386777,52.69965156028464,0.058927737,894.30975,-763.0504942669183,0.061741304,55.157871283130234,0.037001,-23.841429,0.48591006,2016.0,12.555247
3506061587037686144,199.85306656459497,-21.80062258527888,311.49542129419666,40.60551490740037,50.610678511416516,0.07329723,690.48553,-4.825087722687805,0.07293515,-459.822183508678,0.068497956,,,2016.0,16.53674
3542490095189596544,176.39427931295617,-20.353158942725205,282.6616030094074,39.91208458524277,52.0844998919469,0.15209383,342.44977,163.11007103154446,0.1789879,63.36282660870046,0.12388395,1.9221247,0.17703567,2016.0,10.820279
3575733210781078016,180.18562930618162,-10.448272003975848,283.119405378419,50.46306579625269,78.33591471044681,0.092326514,848.46606,83.79341887242131,0.10317492,-482.0061083706503,0.066415004,-0.41123462,0.121800974,2016.0,5.3550773
3637468383496879104,204.72131158745523,-2.2634740111610667,326.0528115435624,58.46215428801404,55.39356878274306,0.03155102,1755.6824,-301.8184405408524,0.03859673,-77.35622024946606,0.019795444,-31.744358,0.2204782,2016.0,11.120221
3637980098784983936,202.09031534474363,-2.360993707487208,321.17115598881605,59.19694924445651,75.59502148132108,0.4404482,171.63203,155.73998143107457,0.4273191,-479.05729909724295,0.2730232,-39.96241,0.46853763,2016.0,12.317758
